,Address,Price,Beds,Baths,Location,All_Text
3197,1316 Apollo St Lot 32,"$1,220,000 CAD",3 beds,4 baths,"

Oshawa
Eastdale
Apollo St


(  )
- BTC

","

1316 Apollo St Lot 32
$1,220,000 CAD
4 baths
3 beds



Oshawa
Eastdale
Apollo St


(  )
- BTC


Luxurious 3 Bedroom & 3.5 Washroom For Sale In High Class Area Of Eastdale. Kingsview Ridge Master-Planned Community Built By Treasure Hill Homes. Brand New Construction, Never Lived In. Just Under 2500 Sqft Of Living Space, Extended Driveway, Close To Park. Family...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
3198,81 Maxome Ave,"$1,898,000 CAD",3 beds,2 baths,"

Toronto
Newtonbrook East
Maxome Ave


(  )
- BTC

","

81 Maxome Ave
$1,898,000 CAD
2 baths
3 beds



Toronto
Newtonbrook East
Maxome Ave


(  )
- BTC


Chance To Live, Renovate Or Build Your Dream Home !!! Steps To Park, Schools, And Minutes From Yonge/Finch Subway. Premium 50' X 145 ' Lot, Back To Ravine With Walk Out Basement. Existing Fridge, Stove, Washer, Furnace Owned, Hot Water Tank Rented. Property To Be Sold...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
3199,7649 Green Vista Gate 143,"$899,000 CAD",3 beds,3 baths,"

Niagara Falls


(  )
- BTC

","

7649 Green Vista Gate 143
$899,000 CAD
3 baths
3 beds



Niagara Falls


(  )
- BTC


Gorgeous 3 Bedroom, End-Unit Bungaloft Townhome With Golf Course Views. 2021 Upgrades Include: Brand New Kitchen With Custom Island And Quartz Counters, Professionally Designed And Landscaped Exterior, Partially Finished Basement, Central Vacuum, Motorized Awning...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
3200,257 Hemlock St 613,"$325,000 CAD",0 beds,1 baths,"

Waterloo


(  )
- BTC

","

257 Hemlock St 613
$325,000 CAD
1 baths
0 beds



Waterloo


(  )
- BTC


Amazing Investment Opportunity. This Turn-Key Investment Offers Luxurious Living Steps From Both University Of Waterloo And Wilfrid Laurier University. Fully Furnished Unit. Includes Bed, Sofa, Tv, Wall Desk W/Chair, Dining Table W/Chairs, Blinds. Buyers To Assume...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
3201,349 Rathburn Rd 1603,"$669,900 CAD",2 beds,2 baths,"

Mississauga
City Centre
Rathburn Rd


(  )
- BTC

","

349 Rathburn Rd 1603
$669,900 CAD
2 baths
2 beds



Mississauga
City Centre
Rathburn Rd


(  )
- BTC


Luxurious Living At The Grande Mirage By Square One. 2 Bedroom + Balcony. Property Features Granite Countertops, European Style Kitchen Cabinetry, Stainless Steel Appliances, Laminate Floors. One Parking And One Locker. Located In The Heart Of Mississauga. Very Close...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
3202,100 Lakeshore Rd 907,"$1,495,000 CAD",2 beds,2 baths,"

Oakville
Old Oakville
Lakeshore Rd


(  )
- BTC

","

100 Lakeshore Rd 907
$1,495,000 CAD
2 baths
2 beds



Oakville
Old Oakville
Lakeshore Rd


(  )
- BTC


Unobstructed Lake Ontario And Harbor Views From The 9th Floor With Southwest Exposure. 2 Bedroom, 2 Bath, 2 Parking, 1612 Square Feet In Sought After Granary Located In The Heart Of Downtown Oakville, Walking Distance To Everything! This Unit Will Need Some Refreshing...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
3203,1300 Bloor St Ph10,"$1,199,800 CAD",3 beds,2 baths,"


Applewood
Bloor St


(  )
- BTC

","

1300 Bloor St Ph10
$1,199,800 CAD
2 baths
3 beds




Applewood
Bloor St


(  )
- BTC


** Designer 3,295 Sqft Mid-Century 2-Storey Penthouse ** Greeted By A Circular Staircase To Private Master's Level. Stunning Herringbone Engineered Wood Floors, 360 Views With Wraparound, Intricate Paneled Walls, Crown Moulding,Top Of Line Galley Kitchen W/ The Finest...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
3204,251 Manitoba St 138,"$769,990 CAD",1+1 beds,2 baths,"


Mimico
Manitoba St


(  )
- BTC

","

251 Manitoba St 138
$769,990 CAD
2 baths
1+1 beds




Mimico
Manitoba St


(  )
- BTC


Empire Phoenix Assignment Sale (No Showings). A Spacious 790Sqft Townhouse Unit With 1 + 1 Bedrooms, 2 Bathrooms. 1 Underground Parking Spot And Locker Included. Estimated Maintenance Fees Of $0.54/Sqft. Steps To The Beautiful New Grand Avenue Park, Lake Access...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
3205,9255 Jane St 1106,"$1,048,800 CAD",2 beds,3 baths,"

Vaughan
Maple
Jane St


(  )
- BTC

","

9255 Jane St 1106
$1,048,800 CAD
3 baths
2 beds



Vaughan
Maple
Jane St


(  )
- BTC


Come See This Magnificent Bellaria 2 Bed, Rare 3 Bath W/1,500 Sq/Ft Of Luxury (1305+190 Balcony). A Corner Suite In High Demand Sought After Tower 4! Huge Open Concept Design, Gourmet Kitchen W/Breakfast Bar, Granite Counters & Backsplash! Upgraded Floors, Glass Shower...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
3206,1 Falaise Rd 216,"$549,900 CAD",1+1 beds,2 baths,"


West Hill
Falaise Rd


(  )
- BTC

","

1 Falaise Rd 216
$549,900 CAD
2 baths
1+1 beds




West Hill
Falaise Rd


(  )
- BTC


Exclusive West Hill Neighborhood, 6 Stories Sweetlife Condos. Located Conveniently Within Minuest Drive To Guildwood Go Station, 401, Uoft Scarborough & Centennial College, Lake Ontario & Pan-Am Centre, Right Across The Road From Shops, Restaurants & Fast Food, Tim...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
3207,60 Haslett Ave C102,"$1,019,000 CAD",2 beds,2 baths,"


The Beaches
Haslett Ave


(  )
- BTC

","

60 Haslett Ave C102
$1,019,000 CAD
2 baths
2 beds




The Beaches
Haslett Ave


(  )
- BTC


Modern Loft Design. Exceptional 13' High Ceiling, Full Height Window, Luxury 2 Bedroom Live/Work Unit. 9 Ft. Finished Italian Design Kitchen Cabinetry And Upgrade Hardware, Laminated Wood Floor Throughout. Window Coverings, Sliding Frost Glass Partition And Slider...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
3208,38 Iannuzzi St 1206,"$925,000 CAD",2 beds,2 baths,"


Niagara
Iannuzzi St


(  )
- BTC

","

38 Iannuzzi St 1206
$925,000 CAD
2 baths
2 beds




Niagara
Iannuzzi St


(  )
- BTC


Fortune At York Brand New Building, Modern And Open Concept Layout With Wrap Around Balcony And Bedrooms Suite With Beautiful View Of The City. Modern Kitchen With B/I Ss Appliances And Movable Island. Great Amenities Features Outside Courtyard With Bocce Ball, Putting...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
3209,6 Jackes Ave 614,"$2,100,000 CAD",2 beds,2 baths,"


Rosedale-Moore Park
Jackes Ave


(  )
- BTC

","

6 Jackes Ave 614
$2,100,000 CAD
2 baths
2 beds




Rosedale-Moore Park
Jackes Ave


(  )
- BTC


Welcome To The Jack In Exclusive Rosedale. Stunning Executive 1358 Sf 2 Bedroom Condo Boasts A Beautiful Quiet Easterly View With Oversized Terrace. Thousands Spent In Designer Upgrades. Including: Large Chef's Kitchen Wth B/I Miele Appliances, Stone Counter Tops, Pot...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
3210,403 Church St 620,"$509,000 CAD",0 beds,1 baths,"


Church-Yonge Corridor
Church St


(  )
- BTC

","

403 Church St 620
$509,000 CAD
1 baths
0 beds




Church-Yonge Corridor
Church St


(  )
- BTC


Welcome To Stanley Condos Located At Carlton And Church. Only 2 Years Old And Enjoy! One Of Its Kind Efficient Wide Floorplan With 9"" Ceiling And Floor To Ceiling Windows. Integrated S/S Kitchen Appliances, Undermount Lighting, Stacked Washer/Dryer. Juliette Balcony W...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
3211,40 Homewood Ave 714,"$509,000 CAD",1 beds,1 baths,"


Cabbagetown-South St. James Town
Homewood Ave


(  )
- BTC

","

40 Homewood Ave 714
$509,000 CAD
1 baths
1 beds




Cabbagetown-South St. James Town
Homewood Ave


(  )
- BTC


This Spacious Light Filled Condo Has Tons Of Potential! Freshly Painted, Super Clean! Amazing Downtown Price At Approx. $665 Per Sq/Ft, Excellent Floor Plan W The Largest 1 Bed Layout In The Building! Floor /Ceiling Windows, Tons Of Closet Space. W/O To A Private...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
3212,650 Lawrence Ave 816,"$738,800 CAD",2 beds,2 baths,"


Englemount-Lawrence
Lawrence Ave


(  )
- BTC

","

650 Lawrence Ave 816
$738,800 CAD
2 baths
2 beds




Englemount-Lawrence
Lawrence Ave


(  )
- BTC


The Shermont Tridel Built Spacious Corner Suite. 965 Sq Ft (As Per  Builder Plan). 9 Ft Ceilings, Large Rooms, En Suite Laundry, Oversize Foyer, One Parking One Locker. Steps To The Spadina-University Subway Line, Yorkdale Mall, Low Maintenance. Superior Location...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
3213,2 Sonic Way 1108,"$509,000 CAD",1 beds,1 baths,"


Flemingdon Park
Sonic Way


(  )
- BTC

","

2 Sonic Way 1108
$509,000 CAD
1 baths
1 beds




Flemingdon Park
Sonic Way


(  )
- BTC


Just Over 1 Year Old New Condo Beautiful View, Modern Style, Luxury Finishes, Fantastic Location Steps To Future Don Mills/Eglington Station, Ontario Science Center, Buses, Parks, Shops, Mins Drive To Hwy, Downtown, Great Building Amenities, 24Hr Concierge, Gym, Yoga...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
3214,50 Ordnance St 1612,"$898,000 CAD",2 beds,2 baths,"



Ordnance St


(  )
- BTC

","

50 Ordnance St 1612
$898,000 CAD
2 baths
2 beds





Ordnance St


(  )
- BTC


New Gorgeous Luxury Condo In Prime Liberty Village! Bright Sunny South Facing 2 Bed Suite With Large Balcony. Spacious Floor To Ceiling Windows With Unparalleled View Of Ontario Lake. Open Concept Modern Kitchen With S/S Appliances. Over $25K Upgrade. Steps Away From...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
3215,1101 Leslie St 2006,"$869,000 CAD",2 beds,2 baths,"

Toronto
Banbury-Don Mills
Leslie St


(  )
- BTC

","

1101 Leslie St 2006
$869,000 CAD
2 baths
2 beds



Toronto
Banbury-Don Mills
Leslie St


(  )
- BTC


Turnkey Ready, Sub-Penthouse At Carrington On The Park. Luxuriate In Spacious Open Plan Floor. Hi-Ceilings. Updated, Modern Decor. Large Picture Walls For Art And Furniture. Hard Flooring Throughout. Separated Bedrooms. Expansive Primary Bdrm. Open Eat-In Kitchen. Big...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
3216,19 Western Battery Rd 323,"$799,900 CAD",2+1 beds,2 baths,"


Niagara
Western Battery Rd


(  )
- BTC

","

19 Western Battery Rd 323
$799,900 CAD
2 baths
2+1 beds




Niagara
Western Battery Rd


(  )
- BTC


Deal Of The Year. Availabe Immediately 2 Bedroom Plus Den And 2 Bathrooms , This Layout Can Be Used As A 3 Bedroomand Includes Efficient Spaces With Plenty Of Natural Light. Den Have A Sliding Door, Floor To Ceiling Windows, Incredible Building Amenities Including 3...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
3217,5563 Wellington 86 Rd,"$1,999,900 CAD",5+4 beds,7 baths,"

Guelph/Eramosa
Rural Guelph/Eramosa
Wellington 86 Rd


(  )
- BTC

","

5563 Wellington 86 Rd
$1,999,900 CAD
7 baths
5+4 beds



Guelph/Eramosa
Rural Guelph/Eramosa
Wellington 86 Rd


(  )
- BTC


Endless Possibilities-Where Contemporary Meets Nature On A Scenic Road Surrounded By Mature Trees! A Country Retreat Which Began As A Beautiful Contemporary Home Later Took On An Addition Of A Multi-Use Single Storey Facility Housing 4 Independent Suites With Bathrooms...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
3218,60 Sparrow Ave,"$2,550,000 CAD",5+2 beds,5 baths,"


Yorkdale-Glen Park
Sparrow Ave


(  )
- BTC

","

60 Sparrow Ave
$2,550,000 CAD
5 baths
5+2 beds




Yorkdale-Glen Park
Sparrow Ave


(  )
- BTC


This Modern And Bright Multi-Residential Investment Boasts Five New Apartments, Fully Tenanted. Set Up For User/Investor.Built In 2020 With 4,400 Square Feet +/- Of Modern, Finished Living Space.There Are 3 X 1 Bedroom And 2 X 2 Bedroom Units, Each Features Huge Open...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
3219,184 Cornelius Pkwy,"$1,299,990 CAD",3 beds,2 baths,"


Maple Leaf
Cornelius Pkwy


(  )
- BTC

","

184 Cornelius Pkwy
$1,299,990 CAD
2 baths
3 beds




Maple Leaf
Cornelius Pkwy


(  )
- BTC


Attention Investors, Builders & Contractors. Excellent Large Lot With Lots Of Potential. Desirable, High Demand Area With Many Custom Homes Being Built ! Bsmnt. In-Law Ste. Bachelor Apart. W/ 2 Entrances Rented To A++ Tenant. Located Close To New Humber River Hospital...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
3220,12548 Mclaughlin Rd,"$3,749,000 CAD",4+2 beds,2 baths,"

Caledon
Rural Caledon
Mclaughlin Rd


(  )
- BTC

","

12548 Mclaughlin Rd
$3,749,000 CAD
2 baths
4+2 beds



Caledon
Rural Caledon
Mclaughlin Rd


(  )
- BTC


Fantastic Investment Opportunity! R-A-R-E 3.98 Acre Lot In Close Proximity To Brampton And New Residential Development In Caledon. Large Brick Bungalow With Finished Walkout Basement. Beautiful Views Overlooking Greenbelt. Renovate Or Build Your Dream Home! This...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
3221,38 Landscape Dr,"$1,729,000 CAD",4+2 beds,4 baths,"

Oro-Medonte
Horseshoe Valley
Landscape Dr


(  )
- BTC

","

38 Landscape Dr
$1,729,000 CAD
4 baths
4+2 beds



Oro-Medonte
Horseshoe Valley
Landscape Dr


(  )
- BTC


Luxurious Home In Heart Of Horseshoe Valley. Just 4 Years Old. Ravine Lot 5 Bdrm (4+2)  Stunning Kitchen Granite Counter Top, Backslash. Spacious Elegant Family Room, Fantastic Size Bedrooms! Oak Stairs! New Deck Backing To Ravine. Professionally Finished Insulated W/O...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
3222,828 Mosley St,"$1,485,000 CAD",6 beds,6 baths,"

Wasaga Beach
Wasaga Beach
Mosley St


(  )
- BTC

","

828 Mosley St
$1,485,000 CAD
6 baths
6 beds



Wasaga Beach
Wasaga Beach
Mosley St


(  )
- BTC


2nd Floor Residential 6 Bedroom 2 Bathroom Apartment With Main Floor 58 Seat Fully Equipped Restaurant With Lcbo & Restaurant Licenses,Take Out Food Room & 2 Customer Bathrooms, Approx. 2,330 Sqft 2nd Floor Apartment Has Cathedral Ceilings And Tile & Hardwood Floors...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
3223,158 Moneypenny Pl,"$1,369,000 CAD",3 beds,3 baths,"

Vaughan
Beverley Glen
Moneypenny Pl


(  )
- BTC

","

158 Moneypenny Pl
$1,369,000 CAD
3 baths
3 beds



Vaughan
Beverley Glen
Moneypenny Pl


(  )
- BTC


Magnificent 3 Bedroom Beverly Glen Townhouse.Featuring Dramatic 3-Storey Spaces,Sprawling Gourmet Kitchen W/Quartz Countertops,Extended Breakfast Bar,Sun-Filled Breakfast Room,Server Room,Main Floor Family Room,Large Living/Dining W/Walk Out To Balcony,2nd Balcony 3rd...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
3224,3622 Old Scugog Rd,"$4,250,000 CAD",3 beds,2 baths,"

Clarington
Bowmanville
Old Scugog Rd


(  )
- BTC

","

3622 Old Scugog Rd
$4,250,000 CAD
2 baths
3 beds



Clarington
Bowmanville
Old Scugog Rd


(  )
- BTC


Great Older House With 52 Acre Farm And A Ravine View. 32 Acres Being Farmed On Green Rd & Approximately 10 Acres On Old Scugog Rd. Development Potential And Approximately 10 Acres Protected. Property Being Sold As-Is. Seller Is Willing To Rent Back House For 2 To 3...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
3225,721 King St,"$1,600,000 CAD",7 beds,6 baths,"

Oshawa
Vanier
King St


(  )
- BTC

","

721 King St
$1,600,000 CAD
6 baths
7 beds



Oshawa
Vanier
King St


(  )
- BTC


Legal 4 Plex. Apt #1 Vacant Set Your Own Rent Or Live In ($2500 + Potential ) Includes Use Of Garage For Parking)  Apt#2-$1200 Plus Hydro, No Lease, Apt #3. Bsmt Front Unit $850.00 Hydro Inc. No Lease #4- Rear Unit $950.00 No Lease, Hydro Incl.  Income Monthly $5500...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
3226,288 Markham St,"$1,899,000 CAD",5 beds,2 baths,"


Trinity-Bellwoods
Markham St


(  )
- BTC

","

288 Markham St
$1,899,000 CAD
2 baths
5 beds




Trinity-Bellwoods
Markham St


(  )
- BTC


Outstanding Location And Potential, Steps To College Street. Generous Room Sizes, 9Ft Ceilings, Forced Air Gas Furnace, Walk Out Basement To Yard. Large Garage With Lane Way.Lots Of Petential 2 Fridge , 2 Stove, As Is


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
3227,11 Dornfell St,"$3,548,888 CAD",4+2 beds,6 baths,"


Newtonbrook West
Dornfell St


(  )
- BTC

","

11 Dornfell St
$3,548,888 CAD
6 baths
4+2 beds




Newtonbrook West
Dornfell St


(  )
- BTC


Amazing Very Luxurious Custom Built Designer Home More Than 5000  Sq Ft Of Living Space With Legal Basement And Separate Entrance That Will Impress ! Stunning Open Concept Layout & Design Well Complimented By High End Finishing & Attention To Detail. Italian Made...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
3228,1219 Gordon St 608,"$629,000 CAD",4 beds,4 baths,"

Guelph
Hanlon Creek
Gordon St


(  )
- BTC

","

1219 Gordon St 608
$629,000 CAD
4 baths
4 beds



Guelph
Hanlon Creek
Gordon St


(  )
- BTC


Look No Further! This Beautiful Unit Overlooks The Ravine In A Modern And Well Maintained Building. Suite Features 4 Bdrms Each With Its Own Ensuite Baths & Closets, 2 Have W/I Closets. Shared Spacious Living/Dining & Kitchen & Ensuite Laundry. Building Features, Study...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
3229,700 Constellation Dr 210,"$559,999 CAD",2+1 beds,2 baths,"

Mississauga
Hurontario
Constellation Dr


(  )
- BTC

","

700 Constellation Dr 210
$559,999 CAD
2 baths
2+1 beds



Mississauga
Hurontario
Constellation Dr


(  )
- BTC


Welcome To The Constellation Place! Prime Location In Central Mississauga Where You Can Enjoy Comfortable & Affordable Living! This Is The Perfect Unit. This Spacious 2+1 Condo With Open Balcony Boasts An Open Concept Living/Dining Area With Kitchen.  2 Bedrooms & Den...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
3230,234 Albion Rd 1501,"$399,900 CAD",2 beds,1 baths,"


Elms-Old Rexdale
Albion Rd


(  )
- BTC

","

234 Albion Rd 1501
$399,900 CAD
1 baths
2 beds




Elms-Old Rexdale
Albion Rd


(  )
- BTC


A Must-See! Ideal For Retirees Or Young Couples. Very Spacious & Sun-Filled 2 B/R Condo Unit. Large Crown Moulding Throughout, Wooden Floors, Unit Was Freshly Painted, In-Suite Laundry, Newer Kitchen & Washroom. Recently Renovated Building. Breathtaking View Of Humber...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
3231,71 Old Mill Rd 306,"$1,250,000 CAD",2+1 beds,3 baths,"


Kingsway South
Old Mill Rd


(  )
- BTC

","

71 Old Mill Rd 306
$1,250,000 CAD
3 baths
2+1 beds




Kingsway South
Old Mill Rd


(  )
- BTC


Beautiful 2 Bedroom + Den, 2 Bathrooms. Over 1700 Sq. Ft. 1 Parking, 1 Locker. West Exposure. Gorgeous Flr Plan, Fireplace, Balcony,Heringbone Flrs. Generous Principal Rooms, Functional Kitchen. Primary Br Is Lofted With Ensuite And Tremendous Storage. Quiet And...


Book Showing
Request More Info
Send Text Message
Call: 416-800-1055

"
