,Address,Price,Beds,Baths
3334,155 Hillcrest Ave 1201,"$689,000 CAD",1+1 beds,1 baths
3335,4893 Old Highway 2 Rd,"$3,500,000 CAD",6 beds,2 baths
3336,260 Young St,"$1,800,000 CAD",0 beds,0 baths
3337,12 Firelane 13A Lane,"$3,500,000 CAD",4+1 beds,3 baths
3338,850 Shoreview Dr,"$2,158,000 CAD",3 beds,3 baths
3339,716 Main St 1007,"$715,000 CAD",2 beds,2 baths
3340,50 Lakeside Terr 509,"$595,000 CAD",2 beds,2 baths
3341,94 Nelson St,"$849,000 CAD",3 beds,3 baths
3342,15 Fort York Blvd 3906,"$958,000 CAD",2 beds,2 baths
3343,90 Park Lawn Rd 215,"$655,000 CAD",1+1 beds,1 baths
3344,155 Hillcrest Ave 209,"$689,000 CAD",2 beds,1 baths
3345,36 Forest Manor Rd 1110,"$898,000 CAD",2 beds,2 baths
3346,156 Stormont Tr,"$2,550,000 CAD",4+1 beds,5 baths
3347,76 Burton Grve,"$5,380,000 CAD",5+1 beds,7 baths
3348,155 Hillcrest Ave 2206,"$669,000 CAD",1+1 beds,1 baths
3349,850 Richmond St 3,"$1,950,000 CAD",3 beds,2 baths
3350,4 Glenholme Ave,"$2,218,800 CAD",6 beds,6 baths
3351,150 Viewmount Ave,"$2,499,000 CAD",4+2 beds,3 baths
3352,7 Casa Blanca Ave,"$225,000 CAD",2 beds,2 baths
3353,21 Iceboat Terr 332,"$599,999 CAD",1 beds,1 baths
3354,51 Main St,"$2,200,000 CAD",0 beds,2 baths
3355,19 West Bay St,"$555,000 CAD",3 beds,2 baths
3356,2 Klauck St,"$549,900 CAD",3 beds,3 baths
3357,345 Driftwood Ave 311,"$469,000 CAD",3 beds,2 baths
3358,2 Firelane 4B Lane,"$2,490,000 CAD",0 beds,0 baths
3359,21 Davern Rd,"$1,550,000 CAD",0 beds,0 baths
3360,16900 Hurontario St,"$3,995,000 CAD",0 beds,0 baths
3361,156 Dunlop St,"$1,149,900 CAD",6 beds,5 baths
3362,1865 Davis Dr,"$10,900,000 CAD",8 beds,8 baths
3363,2463 Kennedy Rd,"$1,588,880 CAD",2+1 beds,2 baths
3364,396 Harcourt Dr,"$850,000 CAD",3 beds,2 baths
3365,3347 Concession 4 Rd,"$250,000 CAD",0 beds,0 baths
3366,34 Fieldway Rd 140,"$699,000 CAD",2 beds,2 baths
3367,151 Avenue Rd 608,"$1,160,000 CAD",2 beds,2 baths
3368,480 Front St 805,"$838,000 CAD",1 beds,1 baths
3369,43 Albert St,"$799,990 CAD",7 beds,3 baths
3370,7 Greenbrook Dr,"$2,399,000 CAD",4 beds,4 baths
3371,11 Market St,"$1,651,888 CAD",3+1 beds,2 baths
3372,296 Stanley St,"$1,238,000 CAD",4+1 beds,4 baths
3373,385 Prince Of Wales Dr P3-465,"$24,500 CAD",0 beds,0 baths
3374,385 Prince Of Wales Dr P3-368,"$34,750 CAD",0 beds,0 baths
3375,38 Forest Manor Rd 2208,"$898,000 CAD",3+1 beds,2 baths
3376,11 Wellesley St 6010,"$599,900 CAD",0 beds,1 baths
3377,46 Kentledge Ave,"$1,600,000 CAD",4 beds,4 baths
3378,5164 Severn Pines Cres,"$1,070,000 CAD",3 beds,2 baths
3379,333 Sea Ray Ave D233,"$749,000 CAD",2 beds,2 baths
3380,16 Dallimore Circ 414,"$828,000 CAD",2 beds,2 baths
3381,5562 Trafalgar Rd,"$2,950,000 CAD",3 beds,3 baths
3382,4028 Twenty First St,"$4,499,000 CAD",3 beds,2 baths
3383,7524 Concession 7 Rd,"$2,750,000 CAD",2+2 beds,2 baths
3384,14 Agincourt Circ,"$2,695,000 CAD",5+1 beds,5 baths
3385,251 Manitoba St 728,"$557,800 CAD",1 beds,1 baths
3386,50 Lakeside Terr 202,"$599,900 CAD",2 beds,2 baths
3387,175 Millway Ave 4606,"$749,000 CAD",2 beds,2 baths
3388,9075 Jane St 2108,"$835,000 CAD",2 beds,2 baths
3389,251 Jarvis St 1035,"$489,900 CAD",0 beds,1 baths
3390,35 Mariner Terr 201,"$725,000 CAD",1+1 beds,1 baths
3391,2143 Little Britain Rd,"$1,350,000 CAD",3 beds,1 baths
3392,155 Mcleod St,"$768,800 CAD",2 beds,2 baths
3393,370 Queen St,"$4,500,000 CAD",6 beds,6 baths
3394,167 Balsam Dr,"$6,450,000 CAD",4+1 beds,5 baths
3395,120 Fairview Rd,"$6,299,888 CAD",4+2 beds,4 baths
3396,30 Grand Trunk Cres 310,"$775,000 CAD",2 beds,2 baths
3397,138 Commercial St,"$999,995 CAD",2 beds,1 baths
3398,351 Sammon Ave,"$1,599,000 CAD",3+1 beds,4 baths
3399,16 Miller Dr Lot 9,"$2,295,000 CAD",5 beds,5 baths
3400,376 Third Line,"$1,769,990 CAD",3+2 beds,2 baths
3401,10 Gibbs Rd 317,"$889,000 CAD",3 beds,2 baths
3402,277 Joseph St,"$498,000 CAD",4+1 beds,2 baths
3403,6198 Delaware St,"$839,999 CAD",4 beds,3 baths
3404,171 Pellisier St,"$825,000 CAD",3 beds,2 baths
3405,607 Highway 20,"$999,999 CAD",3+1 beds,2 baths
3406,4490 Henderson Rd,"$14,888,000 CAD",4+2 beds,11 baths
3407,239 Melrose St,"$2,524,999 CAD",7 beds,6 baths
3408,175 Major Mackenzie Dr,"$2,999,888 CAD",3+1 beds,2 baths
3409,2650 Innisfil Beach Rd,"$569,000 CAD",0 beds,0 baths
3410,2631 Innisfil Beach Rd,"$589,000 CAD",0 beds,0 baths
3411,493 Lake Dr,"$1,120,000 CAD",3 beds,2 baths
3412,376 Oconnor Dr,"$1,049,000 CAD",0 beds,0 baths
3413,285 Steamship Bay Rd 220,"$248,000 CAD",0+1 beds,1 baths
3414,8 Talbot St 205,"$499,000 CAD",2 beds,2 baths
3415,4198 Dundas St 305,"$489,999 CAD",1 beds,1 baths
3416,1377 Lakeshore Rd 504,"$459,000 CAD",1 beds,1 baths
3417,1183 Dufferin St 109,"$749,900 CAD",1 beds,1 baths
3418,7 Oakburn Cres #p66,"$35,000 CAD",0 beds,0 baths
3419,75 Canterbury Pl 2902,"$828,000 CAD",2 beds,2 baths
3420,900 Yonge St 904,"$1,425,000 CAD",2 beds,2 baths
3421,3 12T Qw 08001 Quay,"$1,199,000 CAD",4 beds,3 baths
3422,1881 Jane St 303,"$499,000 CAD",3 beds,2 baths
3423,60 Shuter St 316,"$979,000 CAD",1+2 beds,3 baths
3424,220 Victoria St 1308,"$639,900 CAD",1 beds,1 baths
3425,504290 Highway 89,"$1,999,000 CAD",4+1 beds,2 baths
3426,7 Burdock Grve,"$1,650,000 CAD",0 beds,0 baths
3427,23 Idleswift Dr Dr,"$4,590,000 CAD",5+1 beds,8 baths
3428,36 Forest Manor Rd 811,"$630,000 CAD",1+1 beds,1 baths
3429,18 Edwin St,"$550,000 CAD",3 beds,2 baths
3430,1214 Gull Lake Rd,"$119,900 CAD",0 beds,0 baths
3431,19751 Highway 6 Ave,"$499,000 CAD",4 beds,2 baths
3432,2140 Pigeon Lake Rd,"$649,900 CAD",2+1 beds,2 baths
3433,290 King St,"$759,000 CAD",5 beds,2 baths
3434,714 Fiddlers Green Rd,"$3,500,000 CAD",8 beds,3 baths
3435,6388 Cedar Springs Rd,"$1,399,000 CAD",3 beds,2 baths
3436,697 Lafontaine Rd,"$2,750,000 CAD",3+3 beds,4 baths
3437,2 Pine Heights Dr,"$3,199,000 CAD",4 beds,9 baths
3438,1953 Highway 2 Rd,"$3,500,000 CAD",3 beds,1 baths
3439,2571 Solina Rd,"$3,500,000 CAD",3 beds,2 baths
3440,140 Hillmount Ave,"$1,948,000 CAD",3+1 beds,1 baths
3441,201 Christie St,"$1,799,900 CAD",4+1 beds,3 baths
3442,21 Matchedash St 205,"$699,999 CAD",1 beds,2 baths
3443,610 Bullock Dr 807,"$1,149,000 CAD",2+1 beds,3 baths
3444,825 Church St 1107,"$1,199,000 CAD",2 beds,2 baths
3445,300 Front St 3712,"$1,299,000 CAD",2+1 beds,2 baths
3446,226 Emery St,"$869,900 CAD",3 beds,3 baths
3447,9 Laela Cres,"$350,000 CAD",0 beds,0 baths
3448,29 Wellington St,"$334,900 CAD",0 beds,0 baths
3449,101 Rosshaven Cres,"$2,699,000 CAD",4 beds,5 baths
3450,4219 Mount Albert Rd,"$7,999,999 CAD",5 beds,3 baths
3451,235 Hansard Dr,"$2,289,900 CAD",4+1 beds,5 baths
3452,5 San Romano Way 1806,"$449,990 CAD",1 beds,1 baths
3453,400 The East Mall 307,"$965,900 CAD",2 beds,3 baths
3454,159 Boultbee Ave,"$1,590,000 CAD",3+1 beds,5 baths
3455,32 Sparkle Dr,"$1,329,000 CAD",4 beds,4 baths
3456,4381 Baxter Ave,"$483,900 CAD",3+1 beds,3 baths
3457,350329 Concession A,"$1,100,000 CAD",3+1 beds,2 baths
3458,85 Emmett Ave 1106,"$523,000 CAD",1+1 beds,1 baths
3459,3650 Boag Rd,"$2,999,900 CAD",3+1 beds,3 baths
3460,1235 Richmond St 1310,"$599,000 CAD",2 beds,2 baths
3461,1 Old Mill Dr Ph-1,"$3,800,000 CAD",3 beds,4 baths
3462,2095 Lake Shore Blvd Lph19,"$4,500,000 CAD",3+3 beds,4 baths
3463,21 Watercliffe Rd,"$1,300,000 CAD",3+2 beds,3 baths
3464,9792 Highway 9,"$30,000,000 CAD",0 beds,0 baths
3465,681 Yonge St 522,"$645,900 CAD",2 beds,2 baths
3466,681 Yonge St 325,"$599,900 CAD",2 beds,2 baths
3467,681 Yonge St 106,"$506,900 CAD",1+1 beds,1 baths
3468,681 Yonge St 223,"$619,900 CAD",2 beds,2 baths
3469,8960 Jane St 2105,"$899,000 CAD",2 beds,2 baths
3470,1 Grandview Ave 2802,"$1,366,990 CAD",3 beds,2 baths
3471,28 Ted Rogers Way 904,"$889,000 CAD",2 beds,1 baths
3472,470 Front St 2913,"$1,900,000 CAD",3 beds,3 baths
3473,1235 Richmond St 1603,"$599,000 CAD",2 beds,2 baths
3474,128 Barrie St 102,"$479,900 CAD",1+1 beds,2 baths
3475,4091 Highway 35,"$599,999 CAD",3 beds,1 baths
3476,435 Richmond St 1601,"$524,990 CAD",0 beds,1 baths
3477,11469 Guelph Line,"$2,999,900 CAD",5+1 beds,5 baths
3478,208 Strathearn Ave,"$3,199,999 CAD",7 beds,5 baths
3479,1424 Shankel Rd,"$955,000 CAD",3+1 beds,3 baths
3480,15134 County Road 21 Rd,"$1,595,000 CAD",4+1 beds,4 baths
3481,40 Alice St,"$599,000 CAD",3+1 beds,2 baths
3482,107 Robinson St,"$3,500,000 CAD",5 beds,5 baths
3483,254 Lakeland Cres,"$2,298,800 CAD",2+1 beds,2 baths
3484,83 Sprucewood Dr,"$3,288,000 CAD",4+1 beds,2 baths
3485,136 Pemberton Rd,"$4,790,000 CAD",4+1 beds,3 baths
3486,652 Rougemount Dr,"$1,899,000 CAD",4+2 beds,5 baths
3487,141 Catharine St 205,"$455,000 CAD",1 beds,1 baths
3488,652 Princess St 326,"$469,999 CAD",1 beds,1 baths
3489,171 East Liberty St 2312,"$740,000 CAD",1+1 beds,1 baths
3490,375 King St 1802,"$1,199,999 CAD",2+1 beds,2 baths
3491,99 The Donway 326,"$829,900 CAD",2 beds,2 baths
3492,238 Ridge Rd,"$1,500,000 CAD",6 beds,4 baths
3493,5285 Trafalgar Rd,"$5,690,000 CAD",3 beds,1 baths
3494,111 Hillview Rd,"$3,488,000 CAD",4+1 beds,8 baths
3495,52 Globemaster Lane,"$1,999,998 CAD",3+1 beds,5 baths
3496,5 Whitelock Cres,"$2,590,000 CAD",3 beds,2 baths
3497,8 Virgilwood Dr,"$989,000 CAD",4+2 beds,2 baths
3498,49 Grantbrook St,"$1,599,000 CAD",3 beds,3 baths
3499,10 Bloorview Pl 319,"$849,900 CAD",2+1 beds,2 baths
3500,256 Burford-Delhi Townli Rd,"$1,999,000 CAD",0 beds,0 baths
3501,3568 4th Line,"$4,000,000 CAD",0 beds,0 baths
3502,1934 5 Sdrd,"$12,000,000 CAD",0 beds,0 baths
3503,512 Caron Ave,"$899,000 CAD",9 beds,4 baths
3504,257 Hemlock St 408,"$299,999 CAD",1 beds,1 baths
3505,1438 Cawthra Rd,"$1,599,900 CAD",3 beds,1 baths
3506,2460 6th Concession W Rd,"$2,699,000 CAD",4+1 beds,1 baths
3507,4760 Victor Dr,"$1,580,000 CAD",3+1 beds,3 baths
3508,120 Barton Blvd,"$2,595,000 CAD",5 beds,4 baths
3509,8 Park Pl,"$749,900 CAD",3 beds,2 baths
3510,340 Millwood Pkwy,"$4,875,000 CAD",4 beds,5 baths
3511,1169 Concession Rd 4,"$5,500,000 CAD",4+5 beds,3 baths
3512,479 Kingston Rd,"$2,948,000 CAD",4+2 beds,5 baths
3513,158 Hollywood Ave,"$3,658,800 CAD",4+1 beds,6 baths
3514,32 Suncrest Dr,"$6,950,000 CAD",5+1 beds,8 baths
3515,1451 Canal Rd,"$899,888 CAD",0 beds,0 baths
3516,24077 Highway 48,"$1,090,000 CAD",0 beds,0 baths
3517,111 St Clair Ave 1118,"$865,000 CAD",1+1 beds,2 baths
3518,36 Forest Manor Rd 1007,"$698,000 CAD",1+1 beds,1 baths
3519,2010 Hansler St,"$2,599,900 CAD",3+2 beds,5 baths
3520,507425 Highway 89,"$1,398,000 CAD",3 beds,2 baths
3521,287 Verdun Rd,"$999,998 CAD",4+1 beds,3 baths
3522,32 Lloyd St,"$749,000 CAD",3+1 beds,2 baths
3523,10 Kohler Rd,"$289,900 CAD",0 beds,0 baths
3524,2849 Peregrine Way,"$249,000 CAD",0 beds,0 baths
3525,5252 5th Line,"$3,750,000 CAD",4 beds,3 baths
3526,18 Legato Crt,"$1,550,000 CAD",0 beds,0 baths
3527,20 Legato Crt,"$1,698,000 CAD",0 beds,0 baths
3528,26 Legato Crt,"$1,250,000 CAD",0 beds,0 baths
3529,86 Gainsborough Rd,"$1,399,900 CAD",4+1 beds,2 baths
3530,86 Gainsborough Rd,"$2,899,900 CAD",8+1 beds,4 baths
3531,90 Gainsborough Rd,"$1,499,900 CAD",4 beds,2 baths
3532,145 Hillcrest Ave 311,"$719,000 CAD",2 beds,2 baths
3533,15 Lower Jarvis St 4104,"$1,687,000 CAD",2 beds,2 baths
3534,608 Richmond St Parking,"$65,900 CAD",0 beds,0 baths
3535,22 Wellesley St 1208,"$888,000 CAD",2+1 beds,2 baths
3536,77 Avenue Rd 515,"$2,588,000 CAD",2+1 beds,3 baths
3537,38 Forest Manor Rd 1302,"$899,000 CAD",2 beds,2 baths
3538,4978 Yonge St 2511,"$595,000 CAD",1 beds,1 baths
3539,36 Forest Manor Rd 317,"$625,000 CAD",1 beds,1 baths
3540,36 Forest Manor Rd 405,"$999,000 CAD",2+1 beds,3 baths
3541,657 Leach St,"$339,000 CAD",3 beds,2 baths
3542,2520 Eglinton Ave 1418,"$990,000 CAD",2 beds,2 baths
3543,155 Hillcrest Ave 1012,"$719,000 CAD",2 beds,2 baths
3544,2799 Kingston Rd 716,"$950,000 CAD",2 beds,2 baths
3545,234 Simcoe St 1021,"$1,894,900 CAD",3 beds,2 baths
3546,745112 Oxford Rd 17 Rd,"$1,200,000 CAD",0 beds,0 baths
3547,30 Louis St,"$699,888 CAD",2+6 beds,2 baths
3548,138 Robert Street W St,"$399,000 CAD",0 beds,0 baths
3549,2260 Mara Eldon Boundary Rd,"$1,999,900 CAD",0 beds,0 baths
3550,1746 Concession Rd 4 Rd,"$1,109,000 CAD",0 beds,0 baths
3551,16 Concord Pl 542,"$975,000 CAD",2 beds,2 baths
3552,200 West Main St 35,"$649,999 CAD",3 beds,2 baths
3553,4673 Jane St 314,"$284,900 CAD",2 beds,1 baths
3554,3 Marine Parade Dr 909,"$379,000 CAD",1+1 beds,1 baths
3555,360 Ridelle Ave 901,"$602,000 CAD",2 beds,1 baths
3556,33 Bay St 1813,"$774,900 CAD",1+1 beds,1 baths
3557,2 Church St 905,"$949,900 CAD",2 beds,2 baths
3558,42 Charles St 2506,"$540,000 CAD",0 beds,1 baths
3559,32 Mountainside Pl,"$2,199,900 CAD",4 beds,4 baths
3560,2936 Rutledge Rd,"$599,900 CAD",4 beds,3 baths
3561,135 Brant St,"$609,000 CAD",2 beds,2 baths
3562,26 Greylawn Cres,"$1,280,000 CAD",3 beds,2 baths
3563,234 Verobeach Blvd,"$1,099,900 CAD",4 beds,1 baths
3564,21 Mill St,"$975,000 CAD",0 beds,0 baths
3565,1500 Port Stanton Pkwy 567,"$77,000 CAD",3 beds,2 baths
3566,2799 Kingston Rd 923,"$999,900 CAD",3 beds,3 baths
3567,11 Soho St 408,"$999,000 CAD",2 beds,2 baths
3568,67 Gardiner St,"$3,280,000 CAD",0 beds,0 baths
3569,43 Longevity Rd,"$3,200,000 CAD",5+1 beds,6 baths
3570,29 Boyle Dr,"$4,390,000 CAD",3+1 beds,2 baths
3571,98 North Shore Rd 60,"$214,000 CAD",2 beds,1 baths
3572,569703 Sixth Sdrd,"$1,195,000 CAD",0 beds,0 baths
3573,22404 York Durham Line,"$899,900 CAD",0 beds,0 baths
3574,105 Betty Ann Dr,"$2,098,000 CAD",3+2 beds,3 baths
3575,1816 County Road 42 Rd,"$2,999,999 CAD",0 beds,0 baths
3576,21 Laguna Pkwy 10,"$594,649 CAD",3 beds,3 baths
3577,9255 Jane St 605,"$849,900 CAD",2 beds,2 baths
3578,3233 Eglinton Ave 409,"$569,900 CAD",2 beds,2 baths
3579,88 Corporate Dr,"$25,000 CAD",0 beds,0 baths
3580,5 Northtown Way 314,"$757,000 CAD",2 beds,2 baths
3581,1 King St 2310,"$579,900 CAD",0 beds,1 baths
3582,1 Willis Dr,"$1,298,000 CAD",3+2 beds,2 baths
3583,373049 6th Line,"$2,290,000 CAD",3+3 beds,5 baths
3584,12 Maple Dr,"$59,500 CAD",3 beds,1 baths
3585,2885 Keele St,"$995,800 CAD",2 beds,2 baths
3586,90 De Quincy Blvd,"$1,498,000 CAD",3+2 beds,2 baths
3587,5051 Baseline Rd,"$4,499,000 CAD",2 beds,1 baths
3588,2180 Marine Dr 1207,"$2,150,000 CAD",2 beds,2 baths
3589,20 Thomas Riley Rd 507,"$729,000 CAD",2 beds,2 baths
3590,223 Webb Dr 1505,"$749,900 CAD",2+1 beds,2 baths
3591,2060 Lakeshore Rd 2101,"$3,699,900 CAD",3 beds,4 baths
3592,8 Lee Centre Dr Prk65C,"$49,000 CAD",0 beds,0 baths
3593,1333 Mary St 31,"$519,000 CAD",2 beds,1 baths
3594,75 Wynford Heights Cres 1107,"$1,078,000 CAD",2+1 beds,2 baths
3595,14146 Crewsons Line,"$9,999,999 CAD",3 beds,3 baths
3596,1086 Queen St,"$2,799,999 CAD",2 beds,1 baths
3597,26 St. Paul St,"$550,000 CAD",3+1 beds,2 baths
3598,20 Shore Breeze Dr 311,"$999,999 CAD",2+1 beds,2 baths
3599,17 Country Lane Dr,"$3,950,990 CAD",5 beds,6 baths
3600,1074 Serson Ave,"$5,998,000 CAD",3 beds,1 baths
3601,131 Benjamin Boake Tr,"$1,296,000 CAD",7+1 beds,4 baths
3602,349 Zephyr Rd,"$6,800,000 CAD",3 beds,3 baths
3603,4882 10th Line,"$4,500,000 CAD",3+1 beds,3 baths
3604,8 Bayview Park Lane,"$5,228,000 CAD",5+1 beds,8 baths
3605,31 Abbotsford Rd,"$5,900,000 CAD",6 beds,7 baths
3606,35 Abbotsford Rd Lot 8,"$1,500,000 CAD",0 beds,0 baths
3607,2 Alma St,"$5,950,000 CAD",0 beds,0 baths
3608,13 Oaklands Ave,"$2,495,000 CAD",5 beds,1 baths
3609,185 Fenn Ave,"$5,650,000 CAD",4+1 beds,7 baths
3610,43 Rusholme Park Cres,"$1,888,888 CAD",6+2 beds,3 baths
3611,1050 Paignton House Rd 1-307,"$194,000 CAD",1 beds,1 baths
3612,403 Morley Cook Cres,"$1,349,000 CAD",2+2 beds,3 baths
3613,318 Richmond St 2605,"$519,900 CAD",0 beds,1 baths
3614,150 Sudbury St 1815,"$625,000 CAD",2 beds,1 baths
3615,75 Canterbury Pl 2910,"$609,000 CAD",1 beds,1 baths
3616,82 Lombard St Ph912,"$2,450,000 CAD",3+1 beds,4 baths
3617,1177 Yonge St 604,"$1,399,000 CAD",2 beds,2 baths
3618,17537 Hurontario St,"$5,950,000 CAD",4 beds,3 baths
3619,8960 Jane St 1807,"$658,000 CAD",1+1 beds,2 baths
3620,180 University Ave 5207,"$1,495,000 CAD",1 beds,1 baths
3621,388 Yonge St 7616,"$1,590,000 CAD",2+1 beds,2 baths
3622,22 Cahill Dr,"$949,900 CAD",4 beds,3 baths
3623,80 Oakes Dr,"$3,188,000 CAD",4+2 beds,4 baths
3624,147 Catharine St,"$849,900 CAD",6 beds,2 baths
3625,50 Ordnance St 3405,"$989,900 CAD",2 beds,2 baths
3626,194 Wyndham St,"$1,050,000 CAD",2+2 beds,2 baths
3627,95 Finch Ave,"$1,298,888 CAD",3 beds,3 baths
3628,2319 Wildwood Cres,"$2,500,000 CAD",5+2 beds,2 baths
3629,371 Landon Rd,"$1,850,000 CAD",7+1 beds,3 baths
3630,41 Silk Oak Crt,"$2,999,900 CAD",4+2 beds,6 baths
3631,120 Varna Dr 1408,"$549,900 CAD",1+1 beds,1 baths
3632,349 Rathburn Rd 1705,"$635,000 CAD",2 beds,2 baths
3633,56 Annie Craig Dr 2001,"$1,288,000 CAD",2+1 beds,2 baths
3634,50 Lakeside Terr 510,"$499,990 CAD",2 beds,2 baths
3635,3018 Yonge St Uph 06,"$1,249,000 CAD",2 beds,2 baths
3636,88 King St,"$1,399,000 CAD",3 beds,2 baths
3637,4351 Fairgrounds Rd,"$1,899,999 CAD",0 beds,0 baths
3638,185 Steeles Ave,"$1,688,000 CAD",4+2 beds,5 baths
3639,388 Drake St 2302,"$1,739,000 CAD",2 beds,2 baths
3640,38 Forest Manor Rd 2402,"$936,000 CAD",2 beds,2 baths
3641,488 University Ave 2808,"$1,298,000 CAD",2 beds,2 baths
3642,68 Yorkville Ave 201,"$2,399,000 CAD",2 beds,2 baths
3643,16 Yonge St 1504,"$643,888 CAD",1 beds,1 baths
3644,189 Glenview Ave,"$3,599,000 CAD",4+1 beds,5 baths
3645,918 Concession 6 Rd,"$1,280,000 CAD",6 beds,2 baths
3646,50 Middle St,"$1,149,900 CAD",6 beds,4 baths
3647,163 Arnold Ave,"$10,500,000 CAD",4+2 beds,9 baths
3648,1041 Birchmount Rd,"$6,600,000 CAD",9+9 beds,14 baths
3649,1863 Queen St 517,"$1,175,000 CAD",2 beds,2 baths
3650,3220 Sheppard Ave 312,"$659,000 CAD",1+1 beds,2 baths
3651,1800 Simcoe St 305,"$240,000 CAD",0 beds,1 baths
3652,31 Jones Lane,"$899,900 CAD",0 beds,0 baths
3653,104 Helen St,"$799,000 CAD",0 beds,1 baths
3654,925 Deveron Cres,"$821,440 CAD",2 beds,2 baths
3655,30 Flindon Rd,"$1,249,999 CAD",3+2 beds,4 baths
3656,131 Lockhart Rd,"$1,598,000 CAD",0 beds,0 baths
3657,45 Kenneth Ross Bend,"$2,100,000 CAD",4+1 beds,4 baths
3658,735 Concession 9 Rd,"$4,750,000 CAD",4 beds,3 baths
3659,10 Sowden Crt,"$2,688,000 CAD",5 beds,5 baths
3660,8955 Liberty St,"$1,499,000 CAD",2+2 beds,3 baths
3661,46 Centre Ave,"$2,398,000 CAD",4+2 beds,4 baths
3662,226 Lawrence Ave,"$2,688,000 CAD",4 beds,4 baths
3663,50 Ann St St 506,"$989,000 CAD",2+1 beds,2 baths
3664,296 Mill Rd C6,"$815,000 CAD",3 beds,3 baths
3665,50 Lakeside Terr 508,"$599,999 CAD",2 beds,2 baths
3666,330 Richmond St 1115,"$759,000 CAD",1 beds,1 baths
3667,125 Blue Jays Way 2902,"$950,000 CAD",2+1 beds,2 baths
3668,35 Balmuto St 4502,"$1,868,000 CAD",3 beds,3 baths
3669,2947 12th Line,"$3,399,000 CAD",4 beds,2 baths
3670,66 Marsden Crt,"$1,488,888 CAD",3+1 beds,4 baths
3671,13064 Highway 48 Rd,"$3,999,000 CAD",2+4 beds,5 baths
3672,108 Admiral Rd,"$2,650,000 CAD",4+2 beds,6 baths
3673,1145 Journeyman Lane 113,"$485,000 CAD",1 beds,1 baths
3674,17 Bathurst St 2315,"$1,298,888 CAD",3 beds,2 baths
3675,15 Fort York Blvd 510,"$1,050,000 CAD",2+1 beds,2 baths
3676,57 Hopperton Dr,"$2,899,800 CAD",5+2 beds,5 baths
3677,697 Browns Line,"$1,449,000 CAD",4+1 beds,3 baths
3678,8 Bright Terrace Way,"$1,750,000 CAD",3 beds,3 baths
3679,1255 Bayly St Ph02,"$1,645,900 CAD",2+1 beds,3 baths
3680,171 East Liberty St 2605,"$752,900 CAD",1+1 beds,1 baths
3681,4 Needham St,"$599,900 CAD",0 beds,0 baths
3682,400 7th St,"$449,000 CAD",3 beds,3 baths
3683,1470 Pinetree(Part 1) Cres,"$2,490,850 CAD",0 beds,0 baths
3684,2701 Lower Base Line,"$11,999,000 CAD",3 beds,2 baths
3685,14 Townsend Ave,"$1,599,999 CAD",3 beds,2 baths
3686,14 Yore Rd,"$1,771,000 CAD",3+1 beds,5 baths
3687,878 Penetanguishene Rd,"$3,500,000 CAD",4 beds,2 baths
3688,27887 Highway 48 Rd,"$3,000,000 CAD",3 beds,2 baths
3689,243 Rockaway Beach Pl,"$1,349,900 CAD",2 beds,1 baths
3690,3121 St Clair Ave,"$1,399,900 CAD",2 beds,1 baths
3691,9565 Baldwin St,"$999,000 CAD",4 beds,4 baths
3692,141 Bannockburn Ave,"$2,828,000 CAD",4+1 beds,5 baths
3693,20 Brin Dr Ph04,"$2,149,900 CAD",2+1 beds,3 baths
3694,20 Brin Dr Ph02,"$2,099,900 CAD",2+1 beds,3 baths
3695,2261 Lake Shore Blvd 1203,"$749,900 CAD",2 beds,2 baths
3696,20 Brin Dr 407,"$599,900 CAD",1 beds,1 baths
3697,898 Portage Pkwy 4305,"$679,999 CAD",2+1 beds,2 baths
3698,435 Richmond St Ph103,"$1,929,000 CAD",3+1 beds,3 baths
3699,388 Bloor St 1807,"$530,000 CAD",1 beds,1 baths
3700,38 Forest Manor Dr 204,"$729,900 CAD",2 beds,2 baths
3701,39 Alexandra Dr,"$1,200,000 CAD",4 beds,3 baths
3702,422185 Concession 6 Ndr Rd,"$895,000 CAD",2+1 beds,1 baths
3703,1021 Beaver Valley Cres,"$1,600,000 CAD",4+1 beds,4 baths
3704,9201 Yonge St 103,"$945,500 CAD",1+2 beds,2 baths
3705,2799 Kingston Rd 304,"$574,900 CAD",1+1 beds,1 baths
3706,19 Western Battery Rd 1109,"$879,900 CAD",2+1 beds,2 baths
3707,120 Donlands Ave 101,"$1,084,900 CAD",3 beds,2 baths
3708,8 Hiawatha Pkwy,"$3,799,000 CAD",5+1 beds,7 baths
3709,1255 Bayly St Ph03,"$1,645,900 CAD",2+1 beds,3 baths
3710,38 Dan Leckie Way 808,"$678,000 CAD",1+1 beds,1 baths
3711,188 Spadina Ave Th4,"$1,499,900 CAD",3 beds,3 baths
3712,5930 Machette Rd,"$1,089,900 CAD",6 beds,3 baths
3713,22 Becker Rd,"$69,900 CAD",3 beds,2 baths
3714,2419 Camilla Rd,"$4,480,000 CAD",7+4 beds,11 baths
3715,1089 Greenoaks Dr,"$2,250,000 CAD",3+1 beds,3 baths
3716,10577 Clarkway Dr,"$28,000,000 CAD",0 beds,0 baths
3717,26 Ted Wray Circ,"$999,999 CAD",3 beds,3 baths
3718,40784 Shore Rd L0K1A0,"$149,000 CAD",0 beds,0 baths
3719,61 Highland Park Blvd,"$1,798,800 CAD",3+1 beds,3 baths
